asin,authors,average_rating,book_url,description_html,genre,image_url,price,print_length,published_date,publisher,ratings_count,reviews_url,title
B06XXZF72H,KAMALA CHANDRAKANT(Author), 4.5 ,https://www.amazon.in/Bheema-Hanuman-KAMALA-CHANDRAKANT-ebook/dp/B06XXZF72H/ref=sr_1_228?qid=1694593578&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-228,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Both are known for their extraordinary strength and valour. Both are the sons of Vayu, the wind god. Hanuman lived in the Tretayug serving Sri Rama while Bheema, a contemporary of Krishna, lived in the Dwaparyug. The Mahabharata narrates the story of an encounter between the two mighty brothers.</span>  </div>",Religion & Spirituality,, 55.65 ,34 pages,1 April 1971,Amar Chitra Katha Pvt Ltd,152 ratings,https://www.amazon.in/Bheema-Hanuman-KAMALA-CHANDRAKANT-ebook/product-reviews/B06XXZF72H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Bheema & Hanuman 
B08RCHNJSN,SAHED MOHAMMAD(Author), 3.6 ,https://www.amazon.in/GOLDEN-RATIO-FIBONACCI-SEQUENCE-THIRDS-ebook/dp/B08RCHNJSN/ref=sr_1_223?qid=1694593580&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-223,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>This book is about the Golden Ratio, Fibonacci sequence, and the Rule of Thirds.</span>  </div>",Reference,, 99.00 ,28 pages,26 December 2020,,19 ratings,https://www.amazon.in/GOLDEN-RATIO-FIBONACCI-SEQUENCE-THIRDS-ebook/product-reviews/B08RCHNJSN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"  GOLDEN RATIO,FIBONACCI SEQUENCE & RULE OF THIRDS: This book is about the Golden Ratio, Fibonacci sequence, and the Rule of Thirds. "
B08WTVBJ69,mayonezka pro(Author), 4.0 ,https://www.amazon.in/Minecraft-Secrets-Youve-Never-Before-ebook/dp/B08WTVBJ69/ref=sr_1_237?qid=1694593584&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-237,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>This is the third part of the book on the universe minecraft. What You'll Get In This BookHey there! This book contains the top Minecraft secrets, tips and tricks you probably don't know. There's tons of things in Minecraft that even advanced players don't know about and this book attempts to cover all of them!You will learn new things that you've probably never seen any other player do, so prepare for an epic journey through the best tricks in Minecraft!<br>For example, you will learn how to:<br>1. Get the emeralds instantly.<br>2. Create a rainbow beacon<br>3. Make the animals turn upside down<br>4. Create a rainbow sheep<br>5. Discover the secret Notch message left by all Minecraft players<br>6. Christmas and Halloween secret Easter eggs<br>7. Pull cool Herobrine jokes on your friends<br>8. Find the ice diamonds<br>Enjoy your reading!</span>  </div>","Crafts, Hobbies & Home eBooks",, 218.00 ,100 pages,16 February 2021,,39 ratings,https://www.amazon.in/Minecraft-Secrets-Youve-Never-Before-ebook/product-reviews/B08WTVBJ69/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Minecraft Secrets 3: Minecraft Secrets You've Never Seen Before 
B01F8P8S3W,Dr. Anil Chaturvedi(Author), 3.6 ,https://www.amazon.in/101-Weight-Loss-Tips-Strategies-ebook/dp/B01F8P8S3W/ref=sr_1_209_sspa?qid=1694593571&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-209-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl&psc=1,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <h3><span class=""a-text-bold"">“If eating less is a punishment; eating more is surely a crime.”Dr. Anil Chaturvedi has succinctly put his thoughts in these words. One is constantly warned that excess of everything is bad: especially eating. Since the last 10-15 years; the lifestyle of people has changed drastically. It is fraught with mental tension and sedentary life; which completely rules out time for physical exercise or any physical activity that could help burn calories and mitigate health problems.The author of this book has penned down; after great research; some measures which can reduce fat and help one maintain good health. In addition; he has explained in detail the causes and resultant effects of obesity. These have been carried out based on various components of health. He has given information regarding BMI; proteins; carbohydrates; caloric value of food and how to calculate them. Besides this; he has given schedule of controlled diets also.A practical handbook for losing weight and be healthy.</span></h3>  </div>","Health, Family & Personal Development",, 114.00 ,242 pages,1 January 2016,Prabhat Prakashan,29 ratings,https://www.amazon.in/101-Weight-Loss-Tips-Strategies-ebook/product-reviews/B01F8P8S3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  101 Weight Loss Tips: Get Fit And Active: Practical Strategies for Losing Weight and Living Healthier 
B07HXXVZ1T,Night Trader(Author), 4.0 ,https://www.amazon.in/Pre-market-Trade-Trading-Strategy-before-ebook/dp/B07HXXVZ1T/ref=sr_1_239?qid=1694593586&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-239,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>A stock trading strategy to profit in pre-market.</span>  </div>",Business & Investing eBooks,, 221.00 ,104 pages,1 October 2018,,9 ratings,https://www.amazon.in/Pre-market-Trade-Trading-Strategy-before-ebook/product-reviews/B07HXXVZ1T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  The Pre-market Trade: A Stock Trading Strategy before the Market Opens (Stock Trading with Night Trader Book 7) 
B09QP9CX9D,Prathyush P Gopinathan(Author), 3.0 ,https://www.amazon.in/OPTION-CHAIN-ANALYSIS-TRADING-ANALYTICAL-ebook/dp/B09QP9CX9D/ref=sr_1_238?qid=1694593586&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-238,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold"">A comprehensive book on option chain analysis.<br>What you will get after reading this book ?</span><ul class=""a-unordered-list a-vertical""><li><span class=""a-list-item""><span>The core idea of Option Chain</span></span></li><li><span class=""a-list-item""><span>What are the variables that make the option chain</span></span></li><li><span class=""a-list-item""><span>How to analyze option chain for market cues</span></span></li><li><span class=""a-list-item""><span>How to apply the cues in your trading setups</span></span></li></ul>  </div>",Business & Investing eBooks,, 449.00 ,44 pages,17 January 2022,,14 ratings,https://www.amazon.in/OPTION-CHAIN-ANALYSIS-TRADING-ANALYTICAL-ebook/product-reviews/B09QP9CX9D/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  OPTION CHAIN ANALYSIS FOR TRADING: AN ANALYTICAL TOOL FOR TRADERS & INVESTORS (Option Trading) 
B06Y69BGJW,TONI PATEL(Author), 4.5 ,https://www.amazon.in/Jallianwala-bagh-TONI-PATEL-ebook/dp/B06Y69BGJW/ref=sr_1_237?qid=1694593590&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-237,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>The day was April 13, 1919. It was the festival of Baisakhi, new year's day in the Punjab, when thousands of holidaying villagers mingled with the citizens of Amritsar to listen to their leaders in Amritsar's Jallianwala Bagh. No one even imagined that the garden would turn into a killing field. The British Brigadier-General Reginald Dyer, in a bid to teach 'a moral lesson to the Punjab', ordered his soldiers to open fire at the unarmed crowd of men, women and children. It was a turning point in India's struggle for freedom.</span>  </div>","Fantasy, Science Fiction & Horror",, 55.65 ,32 pages,1 April 1971,Amar Chitra Katha Pvt Ltd,80 ratings,https://www.amazon.in/Jallianwala-bagh-TONI-PATEL-ebook/product-reviews/B06Y69BGJW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Jallianwala bagh 
B06Y68HRP8,ANANT PAI(Author), 4.6 ,https://www.amazon.in/Savitri-ANANT-PAI-ebook/dp/B06Y68HRP8/ref=sr_1_236?qid=1694593590&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-236,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Even the merciless Lord Yama is charmed by Savitri. This gentle, beautiful princess is admired by gods and kings, the rich and the poor, the young and the old. But when the shadow of death hangs over her husband she is filled with courage spurred by her selfless love for him. She strives for a miracle – with amazing success!</span>  </div>","Fantasy, Science Fiction & Horror",, 55.65 ,32 pages,1 April 1971,Amar Chitra Katha Pvt Ltd,124 ratings,https://www.amazon.in/Savitri-ANANT-PAI-ebook/product-reviews/B06Y68HRP8?reviewerType=all_reviews,  Savitri 
B01F8P8Q3O,Najmussehar(Author), 4.3 ,https://www.amazon.in/DICTIONARY-PHRASAL-VERBS-NAJMUSSEHAR-ebook/dp/B01F8P8Q3O/ref=sr_1_237?qid=1694593594&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-237,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold"">The English language has very distinctive kind of verbs called phrasal verbs Formed by the combination of verbs and preposition or adverb their meaning is completely different from the original verb. The phrasal verbs help enrich the English language and are commonly used both in spoken and written form to express more lucidly. Their flexible nature allows for the creation of new terms. <br>Since the meaning of these expressions differs from the original verb; they are very confusing. Therefore one needs to refer to a dictionary that can help understand the meaning behind these expressions. The meaning of these expressions are not found in dictionaries for they are a combination. This book will help overcome this problem. It comes as a boon to all those interested in the English language; for they can look up the phrase and understand the meaning behind them. Not only is the book a very good companion for students; but it is also good for those who find the language at times beyond comprehension. Besides this it will help in enriching their language; and they will be able to express themselves more effectively. It is essential for all who love the language and want to enhance their vocabulary.</span>  </div>",Reference,, 57.82 ,134 pages,27 February 2021,Prabhat Prakashan,10 ratings,https://www.amazon.in/DICTIONARY-PHRASAL-VERBS-NAJMUSSEHAR-ebook/product-reviews/B01F8P8Q3O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  Dictionary of Phrasal Verbs 
B0748KD86R,Constantino Pistou(Author), 4.3 ,https://www.amazon.in/Traders-Reality-Are-You-Ready-ebook/dp/B0748KD86R/ref=sr_1_256?qid=1694593600&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-256,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Traders Reality- Are You Ready For It? A Short Book.<br>Are You Still losing In Forex? Are you still seeking the final piece of the puzzle to becoming a consistently profitable trader?<br>Are You Managing Your Psychology Correctly When You Trade?<br><br>Traders Reality shares with you how one trader changed his trading by simply modifying the psychological approach to his trading.<br><br>Trading can be considered as the Hardest, Easiest way to make money. The Journey IS challenging. <br><br>Are You Ready to Embrace the change to developing the mind and practice the methods of a consistent trader? Will your Own Psychology Let You?<br><br>This E book will walk you through all the pitfalls that a trader experiences and ways to overcome them.<br><br>Trading is all Psychological, You may have a fantastic methodology, but without addressing the psychology of trading, you are effectively missing the most crucial factor that can transform your thinking and become consistent in the hardest profession in the world.<br>I hope this book raises awareness to new traders that the importance of programming your psychology FIRST, will prepare you for the complexities that trading introduces. <br><br>Trade Well<br><br>Tino</span>  </div>",Business & Investing eBooks,, 96.00 ,31 pages,25 July 2017,,82 ratings,https://www.amazon.in/Traders-Reality-Are-You-Ready-ebook/product-reviews/B0748KD86R?reviewerType=all_reviews,  Traders Reality: Are You Ready For It? 
B08NXP92C6,ABHISHEK B(Author), 4.1 ,https://www.amazon.in/1660-Crores-Incredible-Investment-Mavericks-ebook/dp/B08NXP92C6/ref=sr_1_255?qid=1694593600&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-255,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <p><span>Raamdeo Agrawal is called the </span><span class=""a-text-bold"">""Warren Buffet of India""! </span><span>The journey of Raamdeo Agrawal from 0 to 2200 crores in the Indian stock market proves the reason why he is called so.</span></p><p><span>This book contains:</span></p><ul class=""a-unordered-list a-vertical""><li><span class=""a-list-item""><span>Five investment lessons from Raamdeo's investment journey from 0 to 2200 Crores</span></span></li><li><span class=""a-list-item""><span>The QGLP framework used by Raamdeo for identifying Multi-bagger Stocks</span></span></li><li><span class=""a-list-item""><span>Ten Commandments of Raamdeo for Creating Massive wealth from the Stock Market</span></span></li><li><span class=""a-list-item""><span>Five tips for beginners in Stock Market Investing</span></span></li><li><span class=""a-list-item""><span>Books recommended by Raamdeo for learning about investing and markets</span></span></li></ul><p><span>Raamdeo's life is an example and inspiration for anyone who aspires to achieve financial abundance. As co-founder of one of the biggest broking firms in the country, Motilal Oswal Financial Services Limited, he has already guided many Indians to financial freedom.</span></p><p><span>The stories of Warren Buffet's massive success from stock market investing are widely known and shared by all. But there is a misunderstanding that it's only possible in America and cannot be replicable in India. The life of Raamdeo Agrawal breaks that misconception. He has proved that creating enormous wealth is possible in the Indian Stock Market. This book will teach you how to successfully invest in the stock market, how to create massive wealth through investing, and how to be financially abundant.</span></p><p><span>Raamdeo is not the only one who achieved massive success from the Indian Stock Market. There are few other ace investors like Rakesh Jhunjhunwala, Porinju Veliyath, Radhakrishna Dhamani, Vijay Kedia, etc. This book is the first of the series of books featuring these Indian investment legends. There are many lessons to be learned from their lives that can be applied to create wealth. Read and learn more for a successful wealth creation journey.</span></p>  </div>",Business & Investing eBooks,, 49.00 ,38 pages,19 November 2020,,280 ratings,https://www.amazon.in/1660-Crores-Incredible-Investment-Mavericks-ebook/product-reviews/B08NXP92C6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  0 to 2200 Crores : Incredible Investment Lessons from Raamdeo Agrawal (Kings of Indian Stock Market) 
B001PBSDWU,Toni Turner(Author), 4.4 ,https://www.amazon.in/Beginners-Guide-Day-Trading-Online-ebook/dp/B001PBSDWU/ref=sr_1_246?qid=1694593600&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-246,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold"">The national bestsellerupdated for the new stock market!</span><span><br><br>""Read the book if you want to know how the market works and how to make it work for you."" Greg Capra, president of Pristine.com, coauthor of </span><span class=""a-text-italic"">Tools and Tactics for the Master Day Trader</span><span><br><br>""By using the tools, trading tactics and strategies revealed in...</span><span class=""a-text-italic"">A Beginner's Guide to Day Trading Online</span><span>, you will be armed with the skills needed to help you win your battle with the markets."" Steve Nison, CMT, president, www.candlecharts.com, author of </span><span class=""a-text-italic"">Japenese Candlestick Charting Techniques</span><span><br><br>""Read this book, and, two, reread this book. It will help you achieve your trading goal, which is to make money in the markets. Every trader, from a beginner to the advanced professional, should have this book!"" John Person, CTA, president, Nationalfutures.com<br><br>""There are only a handful of trading educators that I would recommend listening to and...Toni Turner is one of them."" Hubert Senters, www.tradethemarkets.com<br><br>Day trading is highly profitableand highly tumultuous. Moreover, the financial markets have changed considerably in recent years. Expert author </span><span class=""a-text-bold"">Toni Turner</span><span> gives you the latest information for mastering the markets, including:<br></span><ul class=""a-unordered-list a-vertical""><li><span class=""a-list-item""><span>Decimalization of stock prices</span></span></li><li><span class=""a-list-item""><span>New trading products such as E-minis and Exchange Traded Funds (ETFs)</span></span></li><li><span class=""a-list-item""><span>Precision entries and exits</span></span></li><li><span class=""a-list-item""><span>The new breed of trader</span></span></li></ul><span><br> Written in an accessible, step-by-step manner, </span><span class=""a-text-italic"">A Beginner's Guide to Day Trading Online, 2nd Edition</span><span> shows how to day-trade stocks in today's market.</span>  </div>",Business & Investing eBooks,, 297.35 ,494 pages,31 December 2008,Adams Media,"1,404 ratings",https://www.amazon.in/Beginners-Guide-Day-Trading-Online-ebook/product-reviews/B001PBSDWU?reviewerType=all_reviews,  A Beginner's Guide To Day Trading Online 2nd Edition 
B08CCHQ86W,Akash  Patel(Author), 4.2 ,https://www.amazon.in/Beginner%60s-Stock-Things-stepping-market-ebook/dp/B08CCHQ86W/ref=sr_1_245?qid=1694593600&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-245,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>If you are a beginner with little or no idea about the stock markets then this is the book for you.This book will help those who are looking to start investing in stock market.In this Book we have simplified all the basic knowledge needed to be a smart Investor,even if you don’t have any knowledge earlier.when we first step in stock market and if we don`t have proper knowledge, then there are maximum changes of having loss. So, If you are a beginner or thinking to start investing or trading in stock market, then this book is for you. In this you will get to know all the basics of stock market and how to select good stocks so that you can minimize your losses.<br>What you get to Know -<br>Introduction <br>SEBI <br>Basic stock market terms <br>Short selling <br>Stop loss <br>How to analyze stocks? <br>Analysis of banking stocks <br>Basic trading strategy <br>Mutual Funds <br>Different options available for investment in India other than stocks <br>Conclusion</span>  </div>",Business & Investing eBooks,, 50.00 ,72 pages,3 July 2020,,599 ratings,https://www.amazon.in/Beginner%60s-Stock-Things-stepping-market-ebook/product-reviews/B08CCHQ86W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,  The Beginner`s Stock: Things you need to know before stepping in stock market. 
B00CO8D3G4,"James Altucher(Author), ,Dick Costolo(Foreword)", 4.3 ,https://www.amazon.in/Choose-Yourself-James-Altucher-ebook/dp/B00CO8D3G4/ref=sr_1_241?qid=1694593600&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-241,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>The world is changing. Markets have crashed. Jobs have disappeared. Industries have been disrupted and are being remade before our eyes. Everything we aspired to for “security,” everything we thought was “safe,” no longer is: College. Employment. Retirement. Government. It’s all crumbling down. In every part of society, the middlemen are being pushed out of the picture. No longer is someone coming to hire you, to invest in your company, to sign you, to pick you. It’s on you to make the most important decision in your life: Choose Yourself.<br><br>New tools and economic forces have emerged to make it possible for individuals to create art, make millions of dollars and change the world without “help.” More and more opportunities are rising out of the ashes of the broken system to generate real inward success (personal happiness and health) and outward success (fulfilling work and wealth).<br><br>This book will teach you to do just that. With dozens of case studies, interviews and examples–including the author, investor and entrepreneur James Altucher’s own heartbreaking and inspiring story–Choose Yourself illuminates your personal path to building a bright, new world out of the wreckage of the old.</span>  </div>",Business & Investing eBooks,, 74.34 ,,3 June 2013,,"6,295 ratings",https://www.amazon.in/Choose-Yourself-James-Altucher-ebook/product-reviews/B00CO8D3G4?reviewerType=all_reviews,  Choose Yourself! 
B06XZMCK73,Varun Chandna(Author), 4.3 ,https://www.amazon.in/Curious-Case-Black-Money-White-ebook/dp/B06XZMCK73/ref=sr_1_264?qid=1694593614&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-264,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>A ONE-OF-ITS-KIND BOOK <br><br><br><br>ON<br><br><br><br>ONE OF THE MOST TALKED ABOUT TOPICS OF TODAY <br><br><br><br>You cannot understand MONEY LAUNDERING unless you understand ‘How’ this GAME is actually played. Flip in and you will!! <br><br><br><br>Get inside to know ‘How’ the following may be related with conversion of black money into white.<br><br><br><br>• HAWALA<br><br><br><br>• Shares and Share Market<br><br><br><br>• PENNY STOCKS AND CIRCULAR TRADING<br><br><br><br>• P-NOTES<br><br><br><br>• Unsecured Loans and Fixed Deposits<br><br><br><br>• NUMBERED ACCOUNTS<br><br><br><br>• Bearer Shares<br><br><br><br>• DONATIONS AND TRUST<br><br><br><br>• HIDDEN LEVERAGE<br><br><br><br>• Futures and Options (F&amp;O)<br><br><br><br>• CONVERTIBLE FINANCIAL INSTRUMENTS<br><br><br><br>• Bitcoins<br><br><br><br>• SHELL COMPANIES AND PANAMA ISLANDS<br><br><br><br>• GOLD AND DIAMONDS<br><br><br><br>• Mergers and Acquisitions (M&amp;A)<br><br><br><br>• REAL ESTATE<br><br><br><br>• LETTERS OF CREDIT (L/C)<br><br><br><br>• Imports &amp; Exports<br><br><br><br>• SPECIAL ECONOMIC ZONES<br><br><br><br>• Gambling<br><br><br><br>• START-UPS ETC</span>  </div>",Business & Investing eBooks,, 272.80 ,226 pages,3 April 2017,Notion Press,136 ratings,https://www.amazon.in/Curious-Case-Black-Money-White-ebook/product-reviews/B06XZMCK73?reviewerType=all_reviews,  The Curious Case of Black Money and White Money: Exposing the Dirty Game of Money Laundering! 
B0BRTFM2DH,Elizabeth Helen(Author), 4.4 ,https://www.amazon.in/Bonded-Thorns-Beasts-Briar-Book-ebook/dp/B0BRTFM2DH/ref=sr_1_225?qid=1694593590&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-225,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span class=""a-text-bold a-text-italic"">Four beastly princes. One awkward bookworm. An enchanted world of fae, magic, and danger. </span><span><br><br>I’ve always loved fairytales. I never imagined I'd actually be in one.<br><br>When my father wanders into the enchanted realm of the fae, I know I have to go after him. And when he gets imprisoned, I'll do anything to save him... Even trade my freedom for his. I had no idea I'd end up imprisoned by four sexy fae who turn into beasts at night.<br><br>I have to win my freedom, and that means making a bargain with them. They must find their mates in order to break the curse. If I can help them do that, they'll set me free. Sounds simple, right?<br><br>It's not. Because against my better judgment, I'm starting to fall for these beastly princes. One is smart and sweet, the other mysterious and deadly, another flirty and confident, and the last prince... He's handsome, strong, has a wicked temper, and is dead-set against breaking the curse. Why does he want to keep me here forever?<br><br>But it's not just my freedom on the line. If I don't break the princes' curse soon, all the magic in the Enchanted Vale will be stolen by the evil—and stupidly hot—Prince of Thorns. And I'm not letting my princes stay cursed.<br><br>Not after I've fallen in love with them.<br><br></span><span class=""a-text-italic"">BONDED BY THORNS is a steamy adult Beauty and the Beast retelling set in a fantasy fae realm. In this version, our beautiful bookworm doesn't have to choose between the four sexy fae princes. It is a full-length novel that is the first in a series and ends on a cliffhanger. It includes MF and MM content. It is intended for mature readers only.</span>  </div>","Fantasy, Science Fiction & Horror",, 414.00 ,345 pages,7 February 2023,,"9,594 ratings",https://www.amazon.in/Bonded-Thorns-Beasts-Briar-Book-ebook/product-reviews/B0BRTFM2DH?reviewerType=all_reviews,  Bonded by Thorns (Beasts of the Briar Book 1) 
B07JLN9VWB,Angshuman Adhikari(Author), 3.5 ,https://www.amazon.in/Investing-Mutual-Funds-SIP-beginners-ebook/dp/B07JLN9VWB/ref=sr_1_233?qid=1694593586&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-233,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>Basic of Mutual Funds and SIP is for people which are looking to explore mutual funds for wealth creation. The book is written in a simple manner for readers to understand the various terminologies and working process of Mutual Funds and SIP. If you are looking to understand and invest in Mutual Funds or SIP but don't know from where to start, then this book is for you. The basic concepts are same for Indian and overseas markets so it will help you understanding both. It will help you as a reference guide for investing in Mutual Funds. Specifically it will help you in:-<br><br>1. Know basic terms and conditions of Mutual Fund market.<br>2. Know products and services associated with the Mutual Fund and SIP.<br>3. Know how to kick start in Mutual Funds.<br>4. know Do's and Don'ts in Mutual Funds.<br>5. Selecting a Fund.<br>6. Additional mutual fund success stories of fund managers for better understanding the funds scenario.<br>7. Illustrated examples for more clarity on topics<br></span>  </div>",Business & Investing eBooks,, 50.00 ,32 pages,20 October 2018,,79 ratings,https://www.amazon.in/Investing-Mutual-Funds-SIP-beginners-ebook/product-reviews/B07JLN9VWB?reviewerType=all_reviews,  Basics of Indian Mutual Funds & SIP: Guide for beginner (Financial Education Book 2) 
B097NKBZJB,Jesse Kalsi(Author), 4.7 ,https://www.amazon.in/All-About-Numbers-Attract-Abundance-ebook/dp/B097NKBZJB/ref=sr_1_230?qid=1694593586&refinements=p_n_feature_three_browse-bin%3A11301931031%2Cp_n_feature_nineteen_browse-bin%3A4729244031&rnid=1571277031&s=digital-text&sr=1-230,"<div aria-expanded=""false"" class=""a-expander-content a-expander-partial-collapse-content""> <span>The universe speaks to us through numbers. Each number carries a different vibration and every one of us has a unique set of numbers that are etched into our destiny. Your numerology is calculated using your name and birthday, two elements that are inseparable from your identity. These numbers grant you personal power so that you can achieve your goals with ease and grace. By comprehending the deeper meaning of your numbers, you can use them to your advantage and make progress in your life. The more you become familiar with numbers that work in your favor and ones you should avoid, the more you can utilize your individual code to boost luck, success, and abundance.<br><br></span><span class=""a-text-italic"">All About Numbers</span><span> first teaches you how to calculate the codes for your name and birthday as well as the role that each number in your code plays and how these numbers interact with one another. You’ll understand how to pick the luckiest days and months according to your numbers and divine timing of your life.<br><br>This will help you refrain from using conflicting numbers that adversely affect you and those around you. You’ll be given various methods for healing heavy number energies, such as wearing the appropriate crystals and gemstones, and aligning the body’s seven chakras for optimal universal flow.<br><br>Once you know your numbers, you can find the best home or business address and patch an address that’s contradictory to your code. You’ll learn about the most lucrative names and numbers for maintaining a successful business and generating profit and how to choose a bank and account number that attracts savings.<br><br>You’ll be given ways to pick the right color and make for your car and a license plate that matches your energy. You’ll also gain insight on how to choose a pet that’s most agreeable with you and your family members and which numbers and colors enhance education and learning abilities.<br><br>Throughout this book, you’ll discover how numbers affect compatibility in relationships and dictate dating, love, marriage, and separation. Included too are numbers that fare well with real estate, the stock market, and sports teams and those that influence fame, recognition, success, and politics in the US and around the world.<br>The second part of this book delves into the specific and separate energies carried by the numbers 1 through 9 and the mysterious powers of master numbers 11, 22, 33, and 44.<br><br>We all have different numbers that work for us; no two people have the same set of numbers that benefit them. Once you find your numbers, use them and stick with them in time to live your best life. You’ll be glad you did.</span>  </div>",Business & Investing eBooks,, 449.00 ,180 pages,20 June 2021,,26 ratings,https://www.amazon.in/All-About-Numbers-Attract-Abundance-ebook/product-reviews/B097NKBZJB?reviewerType=all_reviews,"  All About Numbers: Attract Luck, Abundance, and Joy Based on Your Numbers "
